Sl no.,DistrictName,MarketName,Commodity,Variety,Grade,min_price,max_price,modal_price,PriceDate
8701,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,3000,2000,02-Sep-17
8702,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,3500,2000,01-Sep-17
8703,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,4000,3000,30-Aug-17
8704,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,4200,3000,29-Aug-17
8705,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,550,4000,2900,28-Aug-17
8706,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,4200,3000,27-Aug-17
8707,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,4500,3500,26-Aug-17
8708,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,4800,3500,25-Aug-17
8709,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,5200,3500,23-Aug-17
8710,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,5100,3000,22-Aug-17
8711,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,5300,3100,21-Aug-17
8712,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,5200,3500,20-Aug-17
8713,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,5600,3900,19-Aug-17
8714,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,5500,4000,18-Aug-17
8715,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,5400,3700,16-Aug-17
8716,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,5600,3900,15-Aug-17
8717,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,5500,3800,14-Aug-17
8718,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,6000,4200,13-Aug-17
8719,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,6000,4000,12-Aug-17
8720,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,5400,3200,11-Aug-17
8721,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,5500,3100,09-Aug-17
8722,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,5500,3200,08-Aug-17
8723,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,5500,3000,07-Aug-17
8724,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,5800,3500,06-Aug-17
8725,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,5700,3200,05-Aug-17
8726,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,5800,3000,04-Aug-17
8727,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,5900,3800,02-Aug-17
8728,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,6000,3700,01-Aug-17
8729,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,6000,3500,31-Jul-17
8730,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,6300,3500,30-Jul-17
8731,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,6300,3000,29-Jul-17
8732,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,6300,3500,28-Jul-17
8733,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,6500,3000,26-Jul-17
8734,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,6500,3300,25-Jul-17
8735,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,6500,4500,24-Jul-17
8736,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,6500,3500,23-Jul-17
8737,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,700,6300,5000,22-Jul-17
8738,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,700,6300,4800,21-Jul-17
8739,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,700,6300,4500,19-Jul-17
8740,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,800,6000,4600,18-Jul-17
8741,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,800,6000,4600,17-Jul-17
8742,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,800,6100,4500,16-Jul-17
8743,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,800,6000,4000,15-Jul-17
8744,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,800,6200,4800,14-Jul-17
8745,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,800,6500,4500,12-Jul-17
8746,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,800,7000,5200,11-Jul-17
8747,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,800,7500,5000,10-Jul-17
8748,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,800,6200,4500,09-Jul-17
8749,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,800,3800,3000,07-Jul-17
8750,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,5500,3200,06-Jul-17
8751,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,700,4200,3000,05-Jul-17
8752,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,700,4200,2900,04-Jul-17
8753,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,700,4200,3000,03-Jul-17
8754,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,700,4000,2800,02-Jul-17
8755,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,700,4000,3000,01-Jul-17
8756,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,1000,5000,3000,30-Jun-17
8757,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,450,5000,3000,28-Jun-17
8758,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,2900,2000,27-Jun-17
8759,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,2500,1800,26-Jun-17
8760,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,2500,1900,25-Jun-17
8761,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,2700,1900,24-Jun-17
8762,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,2700,1800,23-Jun-17
8763,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,2600,1800,21-Jun-17
8764,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,3000,2000,20-Jun-17
8765,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,2700,1900,19-Jun-17
8766,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,2500,1500,18-Jun-17
8767,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,2700,1800,17-Jun-17
8768,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,3000,2000,16-Jun-17
8769,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1600,1100,14-Jun-17
8770,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1600,1300,13-Jun-17
8771,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1600,1100,12-Jun-17
8772,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1500,1000,11-Jun-17
8773,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1600,1200,10-Jun-17
8774,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1600,1200,09-Jun-17
8775,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,900,1200,1000,07-Jun-17
8776,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1600,1200,06-Jun-17
8777,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1600,1200,05-Jun-17
8778,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1500,1000,04-Jun-17
8779,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,420,1500,1000,03-Jun-17
8780,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1150,800,02-Jun-17
8781,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1150,800,31-May-17
8782,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1500,1000,30-May-17
8783,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1400,900,29-May-17
8784,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1000,700,28-May-17
8785,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,700,510,27-May-17
8786,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,770,520,26-May-17
8787,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,700,500,24-May-17
8788,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,600,500,23-May-17
8789,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,770,510,22-May-17
8790,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,770,510,21-May-17
8791,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,770,550,20-May-17
8792,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,750,450,19-May-17
8793,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,1150,800,17-May-17
8794,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,1000,700,16-May-17
8795,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,850,650,15-May-17
8796,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,800,600,14-May-17
8797,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,850,650,13-May-17
8798,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,850,600,12-May-17
8799,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,900,700,10-May-17
8800,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,620,500,09-May-17
8801,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,700,550,08-May-17
8802,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,615,500,07-May-17
8803,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,700,500,06-May-17
8804,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,700,400,05-May-17
8805,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,700,500,03-May-17
8806,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,650,470,02-May-17
8807,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,620,480,30-Apr-17
8808,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,615,450,29-Apr-17
8809,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,615,450,28-Apr-17
8810,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,850,600,26-Apr-17
8811,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,920,700,25-Apr-17
8812,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,850,620,24-Apr-17
8813,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,850,600,23-Apr-17
8814,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,770,500,22-Apr-17
8815,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,620,400,21-Apr-17
8816,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,1000,700,19-Apr-17
8817,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,1000,700,18-Apr-17
8818,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,1050,700,17-Apr-17
8819,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,920,600,16-Apr-17
8820,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,884,550,15-Apr-17
8821,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,950,650,14-Apr-17
8822,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,960,700,12-Apr-17
8823,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,960,740,11-Apr-17
8824,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,960,550,10-Apr-17
8825,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,1000,650,09-Apr-17
8826,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,150,920,600,08-Apr-17
8827,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,200,1100,700,07-Apr-17
8828,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1500,1200,05-Apr-17
8829,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,450,1500,1000,04-Apr-17
8830,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,450,1500,1200,03-Apr-17
8831,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1500,1000,02-Apr-17
8832,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1500,1250,01-Apr-17
8833,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1600,1200,31-Mar-17
8834,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1800,1250,29-Mar-17
8835,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,1800,1200,28-Mar-17
8836,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,1800,1200,27-Mar-17
8837,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,1800,1200,26-Mar-17
8838,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,2150,1500,25-Mar-17
8839,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,1900,1300,24-Mar-17
8840,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,1700,1200,22-Mar-17
8841,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1700,1200,21-Mar-17
8842,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,1770,1200,20-Mar-17
8843,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1500,1000,19-Mar-17
8844,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,450,1750,1300,18-Mar-17
8845,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1700,1200,17-Mar-17
8846,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1500,1000,15-Mar-17
8847,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1400,1000,14-Mar-17
8848,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1600,1200,13-Mar-17
8849,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1600,1250,12-Mar-17
8850,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1600,1200,11-Mar-17
8851,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1600,1400,10-Mar-17
8852,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1600,1350,08-Mar-17
8853,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1700,1350,07-Mar-17
8854,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1750,1300,06-Mar-17
8855,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1800,1300,05-Mar-17
8856,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,1850,1200,04-Mar-17
8857,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1900,1300,03-Mar-17
8858,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,2300,1800,01-Mar-17
8859,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,2600,1500,28-Feb-17
8860,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,2500,1700,27-Feb-17
8861,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,2500,1800,26-Feb-17
8862,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,2300,1700,25-Feb-17
8863,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,2500,1800,24-Feb-17
8864,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1850,1200,22-Feb-17
8865,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1500,1000,21-Feb-17
8866,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1300,900,18-Feb-17
8867,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1800,1200,17-Feb-17
8868,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,800,2100,1500,15-Feb-17
8869,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1400,1000,14-Feb-17
8870,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1200,800,13-Feb-17
8871,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1500,1000,12-Feb-17
8872,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1400,1200,11-Feb-17
8873,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1500,1000,10-Feb-17
8874,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1900,1200,08-Feb-17
8875,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1950,1200,07-Feb-17
8876,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,2100,1500,06-Feb-17
8877,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,2000,1300,05-Feb-17
8878,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1800,1200,04-Feb-17
8879,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1800,1200,03-Feb-17
8880,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,380,1920,1200,01-Feb-17
8881,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,1600,1200,31-Jan-17
8882,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,1600,1000,30-Jan-17
8883,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,1300,1000,29-Jan-17
8884,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,1400,900,28-Jan-17
8885,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,500,1380,1000,27-Jan-17
8886,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,1300,1000,24-Jan-17
8887,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,800,600,17-Jan-17
8888,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,770,550,16-Jan-17
8889,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,400,800,550,15-Jan-17
8890,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,760,500,14-Jan-17
8891,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,360,310,13-Jan-17
8892,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,360,310,11-Jan-17
8893,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,350,300,10-Jan-17
8894,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,370,310,09-Jan-17
8895,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,360,320,08-Jan-17
8896,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,360,300,07-Jan-17
8897,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,360,300,06-Jan-17
8898,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,370,300,04-Jan-17
8899,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,3800,310,03-Jan-17
8900,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,380,320,02-Jan-17
8901,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,350,300,01-Jan-17
8902,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,320,290,31-Dec-16
8903,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,380,310,30-Dec-16
8904,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,350,300,28-Dec-16
8905,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,330,300,27-Dec-16
8906,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,320,290,26-Dec-16
8907,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,240,330,290,25-Dec-16
8908,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,320,285,24-Dec-16
8909,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,330,300,23-Dec-16
8910,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,320,290,21-Dec-16
8911,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,320,290,20-Dec-16
8912,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,330,300,19-Dec-16
8913,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,320,280,18-Dec-16
8914,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,400,320,17-Dec-16
8915,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,320,290,16-Dec-16
8916,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,320,290,14-Dec-16
8917,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,320,290,13-Dec-16
8918,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,330,290,12-Dec-16
8919,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,350,300,11-Dec-16
8920,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,380,320,10-Dec-16
8921,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,310,280,09-Dec-16
8922,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,330,290,07-Dec-16
8923,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,340,300,06-Dec-16
8924,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,330,295,05-Dec-16
8925,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,330,290,04-Dec-16
8926,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,330,280,03-Dec-16
8927,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,340,300,02-Dec-16
8928,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,360,310,30-Nov-16
8929,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,380,300,29-Nov-16
8930,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,230,330,290,28-Nov-16
8931,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,320,280,27-Nov-16
8932,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,320,290,26-Nov-16
8933,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,310,280,25-Nov-16
8934,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,230,300,250,23-Nov-16
8935,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,230,310,290,11-Nov-16
8936,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,320,280,09-Nov-16
8937,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,500,425,08-Nov-16
8938,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,500,410,07-Nov-16
8939,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,500,400,06-Nov-16
8940,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,530,450,05-Nov-16
8941,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,550,380,04-Nov-16
8942,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,500,350,02-Nov-16
8943,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,550,400,01-Nov-16
8944,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,500,400,31-Oct-16
8945,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,700,525,30-Oct-16
8946,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,760,530,29-Oct-16
8947,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,750,510,28-Oct-16
8948,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,750,520,27-Oct-16
8949,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,700,500,26-Oct-16
8950,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,700,450,25-Oct-16
8951,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,750,510,24-Oct-16
8952,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,760,500,23-Oct-16
8953,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1000,700,22-Oct-16
8954,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1100,800,21-Oct-16
8955,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1100,800,19-Oct-16
8956,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1200,900,18-Oct-16
8957,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,1100,800,17-Oct-16
8958,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1050,750,16-Oct-16
8959,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1070,700,15-Oct-16
8960,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,920,700,14-Oct-16
8961,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1300,900,12-Oct-16
8962,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1200,850,11-Oct-16
8963,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1300,900,10-Oct-16
8964,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1300,900,09-Oct-16
8965,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1200,850,08-Oct-16
8966,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1300,900,07-Oct-16
8967,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1200,750,05-Oct-16
8968,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1200,800,04-Oct-16
8969,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1500,1000,03-Oct-16
8970,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1300,950,02-Oct-16
8971,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1300,900,01-Oct-16
8972,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1300,900,30-Sep-16
8973,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1200,800,28-Sep-16
8974,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1300,900,27-Sep-16
8975,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1150,800,26-Sep-16
8976,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1100,700,25-Sep-16
8977,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1000,700,24-Sep-16
8978,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1000,700,23-Sep-16
8979,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1100,800,20-Sep-16
8980,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1100,800,18-Sep-16
8981,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1000,700,17-Sep-16
8982,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1050,750,16-Sep-16
8983,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1000,700,14-Sep-16
8984,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1000,720,13-Sep-16
8985,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1000,700,12-Sep-16
8986,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,950,700,11-Sep-16
8987,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1000,700,10-Sep-16
8988,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1050,750,09-Sep-16
8989,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,1000,700,07-Sep-16
8990,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,750,550,06-Sep-16
8991,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,760,550,05-Sep-16
8992,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,300,750,500,04-Sep-16
8993,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,750,550,03-Sep-16
8994,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,700,500,02-Sep-16
8995,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,700,500,31-Aug-16
8996,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,850,500,30-Aug-16
8997,Kolar,Chickkaballapura,Tomato,Tomato,FAQ,250,600,450,29-Aug-16
